album|album_id|artist|artist_id|duration_ms|name|popularity|preview_url|track_id|track_number|type
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|216666|Memories Are Made Of|64|https://p.scdn.co/mp3-preview/01dd68c89a8c705b361098a666796b140c40bc93?cid=8ab10b4296bd4266b959f2caee8dd7a4|0h31TZMlv0ZLc5yppKngwk|2|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|206106|Lonely One|62|https://p.scdn.co/mp3-preview/04060ffdcd3633e98d1f4a7aa46d883b439ccdac?cid=8ab10b4296bd4266b959f2caee8dd7a4|5w5fbyYHo5129Ce4c7qeWa|3|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|210920|Beer Can|57|https://p.scdn.co/mp3-preview/d17381d1f66d19cd20a32a2adc5131bf8fe81760?cid=8ab10b4296bd4266b959f2caee8dd7a4|5ze27jHchx2QJSD5h09Wb9|4|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|222533|Hurricane|57|https://p.scdn.co/mp3-preview/2181474766346aabbe07fd1881bbdea7f44f6bcd?cid=8ab10b4296bd4266b959f2caee8dd7a4|46pFWjHMSDje1Ro0CP05uV|5|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|221800|One Number Away|57|https://p.scdn.co/mp3-preview/c9f13707182659ce58320adea275513e010debfe?cid=8ab10b4296bd4266b959f2caee8dd7a4|7ElHqs46U65NOaSwha2eMv|6|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|211866|Don't Tempt Me|61|https://p.scdn.co/mp3-preview/b878e9b0d0837325e9198fa856eae892742eba65?cid=8ab10b4296bd4266b959f2caee8dd7a4|2JPgcccyZ938uv9AjCGMWq|7|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|240760|When It Rains It Pours|58|https://p.scdn.co/mp3-preview/0a2f1abdc6a4b5e7112320dd098aa910ff0d1207?cid=8ab10b4296bd4266b959f2caee8dd7a4|2cJC39Aqmyo6YBS7WuevRh|8|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|230240|This One's for You|57|https://p.scdn.co/mp3-preview/8c7a94373edbcc2983bcdad35dd35f0bffeeb461?cid=8ab10b4296bd4266b959f2caee8dd7a4|7C5jpdJ6XQhK5Qh96SqB1d|9|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|175493|Be Careful What You Wish For|56|https://p.scdn.co/mp3-preview/5b650ef9934f7c53094179e9dc87f5dc70c9c13b?cid=8ab10b4296bd4266b959f2caee8dd7a4|0dZxwPZlB1awNIvYbdULDH|10|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|227560|I Got Away with You|62|https://p.scdn.co/mp3-preview/73d20e926c9bb545830b0dec6320d07c78ad35f9?cid=8ab10b4296bd4266b959f2caee8dd7a4|5FUKOLrwBWkUzJ0Du3dm5T|11|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|212080|Honky Tonk Highway|61|https://p.scdn.co/mp3-preview/23a953f3c0f5d7cdf2a26835144717a72d3a8b8d?cid=8ab10b4296bd4266b959f2caee8dd7a4|72DdM3q1npvvRUoa1YQEOd|12|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|191986|Houston, We Got a Problem|71|https://p.scdn.co/mp3-preview/eceb3a66639449eeb908bd389297326f60137d15?cid=8ab10b4296bd4266b959f2caee8dd7a4|6guWjUuNYziyNXgjFo1IpF|13|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|198880|Must've Never Met You|71|https://p.scdn.co/mp3-preview/9aa7725778fcc63a4a7a597d7ea50ee411317c40?cid=8ab10b4296bd4266b959f2caee8dd7a4|6ojicjDYUUoeE1tdSvfFo4|14|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|193200|Beautiful Crazy|82|https://p.scdn.co/mp3-preview/46f30246879a353edb15e19f91eb63376053cace?cid=8ab10b4296bd4266b959f2caee8dd7a4|2rxQMGVafnNaRaXlRMWPde|15|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|217280|A Long Way|65|https://p.scdn.co/mp3-preview/3db8d5d9e1630999984b78a3ea81161b02623536?cid=8ab10b4296bd4266b959f2caee8dd7a4|3z1QH1O1h15lFROjcECqgi|16|track
This One's for You Too (Deluxe Edition)|53Oa5Bu0UTU8o8qCTaHKoz|Luke Combs|718COspgdWOnwOFpJHRZHS|183160|She Got the Best of Me|79|https://p.scdn.co/mp3-preview/2c94e74aa5122c6e49cfbf85b801d5ee843d2e23?cid=8ab10b4296bd4266b959f2caee8dd7a4|698eQRku24PIYPQPHItKlA|17|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|46920|Baba Says Cool for Thought|29|https://p.scdn.co/mp3-preview/94cee29ba5cdb6747092e05e8f8105a5a43faf4f?cid=8ab10b4296bd4266b959f2caee8dd7a4|5EHhkMTHKGpURNo32lDXFQ|1|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Gemstones|Sarah Green"|"01QTIT5P1pFP3QnnFSdsJf|2OpXRV68ugAWR3OmsuCyVT|7tjkkkSRx9VDaG6t2PUGRF"|62026|Free Chilly (feat. Sarah Green & GemStones) (Interlude)|33|https://p.scdn.co/mp3-preview/5341c6c4d3b03b25c426a8f1004f8647ebcd73b8?cid=8ab10b4296bd4266b959f2caee8dd7a4|3VkAjkB2HYkXyrCqj3ZG3m|2|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|250386|Go Go Gadget Flow|40|https://p.scdn.co/mp3-preview/6fa8e6c1b72c21a8e3b73165e5cc8db4071c351e?cid=8ab10b4296bd4266b959f2caee8dd7a4|2aLVUQS8wipdinBxqm5YBE|3|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|312933|The Coolest|40|https://p.scdn.co/mp3-preview/21720a68328f93391d31a934e3c61f7e5233a8b1?cid=8ab10b4296bd4266b959f2caee8dd7a4|1R6nmC4HUGOGSKU02Wqa0v|4|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Matthew Santos"|"01QTIT5P1pFP3QnnFSdsJf|5t2P9w0qT2I9y0DrNhykSj"|289000|Superstar (feat. Matthew Santos)|66|https://p.scdn.co/mp3-preview/8b4626a280794b4558350934eeab4ea0c5bef927?cid=8ab10b4296bd4266b959f2caee8dd7a4|7dltD9eEX7X1zk8JJ9BS0e|5|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|270653|Paris, Tokyo|49|https://p.scdn.co/mp3-preview/028d55ae8c285833b28b15cdc4a762038d09b95b?cid=8ab10b4296bd4266b959f2caee8dd7a4|2dXME00xUY1CRcMZsM3Y4q|6|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Pooh Bear|Snoop Dogg"|"01QTIT5P1pFP3QnnFSdsJf|4eaDI6v6rFtJIm2F8HEkmN|7hJcb9fa4alzcOq3EaNPoG"|231786|Hi-Definition (feat. Snoop Dogg & Pooh Bear)|36|https://p.scdn.co/mp3-preview/29c52bc2d9219e3a38de63998fd331ca50d8fc1c?cid=8ab10b4296bd4266b959f2caee8dd7a4|5TwtHTqjpEqHmePcCX9XZr|7|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|252600|Gold Watch|42|https://p.scdn.co/mp3-preview/65cb1a62113a9ef2249816cffb9f2311bed9eaa0?cid=8ab10b4296bd4266b959f2caee8dd7a4|2DGMORz6TjhKgCYM7quaZh|8|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Nikki Jean"|"01QTIT5P1pFP3QnnFSdsJf|5LkHiburgp40vnKs1PFQYR"|242506|Hip-Hop Saved My Life (feat. Nikki Jean)|50|https://p.scdn.co/mp3-preview/66a4bb179b799538d4debe3ff7055b50c5c15dcc?cid=8ab10b4296bd4266b959f2caee8dd7a4|6N3oYlfZ2RPdjMYdHCRmFS|9|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Sarah Green"|"01QTIT5P1pFP3QnnFSdsJf|7tjkkkSRx9VDaG6t2PUGRF"|240280|Intruder Alert (feat. Sarah Green)|36|https://p.scdn.co/mp3-preview/0909b0ac70e7de49f195bc0eb31073aee1f60efb?cid=8ab10b4296bd4266b959f2caee8dd7a4|2fjOaSt26CeQCCCgn8brsH|10|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|279973|Streets on Fire|38|https://p.scdn.co/mp3-preview/1144eeec74b4273ac151ed1bad7302369cac5f45?cid=8ab10b4296bd4266b959f2caee8dd7a4|1fNpOEgu770UrRTzeVsKZT|11|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Bishop G|Nikki Jean"|"01QTIT5P1pFP3QnnFSdsJf|2HTK8zEKTdM2vQScd3Jg5C|5LkHiburgp40vnKs1PFQYR"|245853|Little Weapon (feat. Bishop G and Nikki Jean)|53|https://p.scdn.co/mp3-preview/9e5aa2a04a726df5f5b1f3aa473873ca5093f91b?cid=8ab10b4296bd4266b959f2caee8dd7a4|7sb2qiE0af4NggQPa5FkYY|12|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|204173|Gotta Eat|34|https://p.scdn.co/mp3-preview/68fa8d91f059bed5d9a284cf193a872e2efb263c?cid=8ab10b4296bd4266b959f2caee8dd7a4|3UZH1lr5vx7S19ilecUtwj|13|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Gemstones|Graham Burris"|"01QTIT5P1pFP3QnnFSdsJf|2OpXRV68ugAWR3OmsuCyVT|7Fq1u3bHtBYIpJ4P3jxYGc"|243746|Dumb It Down (feat. GemStones and Graham Burris)|37|https://p.scdn.co/mp3-preview/8b13b49dcf81ca09c973d38141e50caf940f930b?cid=8ab10b4296bd4266b959f2caee8dd7a4|0SPUNC31ZXVbadaj4M5TfD|14|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Unkle"|"01QTIT5P1pFP3QnnFSdsJf|4Pf6zKSuVkofCOKCSD8YvE"|266626|Hello / Goodbye (Uncool) (feat. Unkle)|33|https://p.scdn.co/mp3-preview/48b2ad59c979b15e2f43c1a237c7ded4f24d505b?cid=8ab10b4296bd4266b959f2caee8dd7a4|5ki2p4PK1nQgTmf3TRSREu|15|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Gemstones"|"01QTIT5P1pFP3QnnFSdsJf|2OpXRV68ugAWR3OmsuCyVT"|203106|The Die (feat. GemStones)|34|https://p.scdn.co/mp3-preview/46e28d2be88abf71e5b0466ef75a0ac96c89b543?cid=8ab10b4296bd4266b959f2caee8dd7a4|15Y3wFvRKbbnxrsCALs8AH|16|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|Lupe Fiasco|01QTIT5P1pFP3QnnFSdsJf|182693|Put You on Game|36|https://p.scdn.co/mp3-preview/f4e58da23fbe7458a9131f8119687ecb49340e70?cid=8ab10b4296bd4266b959f2caee8dd7a4|5PlYCPa9eV21gJcK5cQiZi|17|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Matthew Santos"|"01QTIT5P1pFP3QnnFSdsJf|5t2P9w0qT2I9y0DrNhykSj"|213333|Fighters (feat. Matthew Santos)|37|https://p.scdn.co/mp3-preview/0da9cb1d713f481b370891d07831cd150be0b89c?cid=8ab10b4296bd4266b959f2caee8dd7a4|2Kh1dZBgQAJQ2ZQ6AjMQdp|18|track
Lupe Fiasco's The Cool|0MihD70HInk2rDaChdAdEy|"Lupe Fiasco|Gemstones"|"01QTIT5P1pFP3QnnFSdsJf|2OpXRV68ugAWR3OmsuCyVT"|216613|Go Baby (feat. GemStones)|35|https://p.scdn.co/mp3-preview/71c93320d9b4ff5174a44a8334103f39cf0845c6?cid=8ab10b4296bd4266b959f2caee8dd7a4|0QtbNh8K4XVc7SPahj3uVK|19|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|272200|Here Comes The Hammer|36|https://p.scdn.co/mp3-preview/361d36ac5c32a051f082c01195f99118b5e89f99?cid=8ab10b4296bd4266b959f2caee8dd7a4|4yjM4lHNqVOaLwuD2TAThH|1|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|257360|U Can't Touch This|71|https://p.scdn.co/mp3-preview/b3b11fad170bcccca0af7325c6f75f7ec3c06b78?cid=8ab10b4296bd4266b959f2caee8dd7a4|1B75hgRqe7A4fwee3g3Wmu|2|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|282800|Have You Seen Her|42|https://p.scdn.co/mp3-preview/c356fdd2eb11dc32e4e0bf6346332b781ed5b8cc?cid=8ab10b4296bd4266b959f2caee8dd7a4|2lvk6CUSHz4j8huQ25gH54|3|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|276400|Yo!! Sweetness|26|https://p.scdn.co/mp3-preview/38af5cd76edccea77576d868d04588930291eac1?cid=8ab10b4296bd4266b959f2caee8dd7a4|737zE7O0yRb5Z9vmMWimhg|4|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|317800|Help The Children|23|https://p.scdn.co/mp3-preview/575c182a76ea073c4158decef9d7f8ccd57ad0e1?cid=8ab10b4296bd4266b959f2caee8dd7a4|3UfNb3iQgIQO5SJ97BYirF|5|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|272933|On Your Face|23|https://p.scdn.co/mp3-preview/040a34db52be146c3bf4dbbd4eb11329c927db0d?cid=8ab10b4296bd4266b959f2caee8dd7a4|0GKWPr4UNEImTAGeoAf2s7|6|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|175733|Dancin' Machine|28|https://p.scdn.co/mp3-preview/40f9463d73e2ed14bc57ece54c1c9d0338b01fe5?cid=8ab10b4296bd4266b959f2caee8dd7a4|6s2BfhdkU3MQHIhBaz2drV|7|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|313200|Pray|0||0l7CcMTq1k965KZPaAtsmR|8|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|309400|Crime Story|20|https://p.scdn.co/mp3-preview/b5e62cd455a82b5331b5990bbc046365b10594b9?cid=8ab10b4296bd4266b959f2caee8dd7a4|6qChxxY1fIpTdrJL42hP0X|9|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|205666|She's Soft And Wet|0||4euS8OyT9IDEFNmPX8oX8V|10|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|271866|Black Is Black|21|https://p.scdn.co/mp3-preview/f6eae47d0401930584d2989cb123476c386340f4?cid=8ab10b4296bd4266b959f2caee8dd7a4|1mhs7nbh1y5QC9Xgp4yxjW|11|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|316800|Lets Go Deeper|19|https://p.scdn.co/mp3-preview/bb3b43cca4720200a0a4d19fbcc32cbc66153f0e?cid=8ab10b4296bd4266b959f2caee8dd7a4|67dYPZOI0nqH7R54lleiAj|12|track
Please Hammer Don't Hurt 'Em|4r1WecJyt5FOhglysp9zhN|MC Hammer|2rblp9fJo16ZPTcKDtlmKW|303200|Work This|17|https://p.scdn.co/mp3-preview/de48004108330ff45f05b6e9891c5cdeff078f23?cid=8ab10b4296bd4266b959f2caee8dd7a4|5vlMc42kqAsKnxZOuG6Wmx|13|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|249882|Ten Thousand Hours|44|https://p.scdn.co/mp3-preview/fb882b01d4b66051936a6bb2b9b2676465943e88?cid=8ab10b4296bd4266b959f2caee8dd7a4|0dlxqODS4xOn7pwjKXZZuc|1|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|258342|Can't Hold Us - feat. Ray Dalton|81|https://p.scdn.co/mp3-preview/1f826380a449ec9a8bae45967d908fffd7ff5222?cid=8ab10b4296bd4266b959f2caee8dd7a4|3bidbhpOYeV4knp8AIu8Xn|2|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Wanz"|"5BcAKTbp20cv7tC5VqPFoC|56xTxG4nQMAs1GW9kvn0uA"|235982|Thrift Shop (feat. Wanz)|51|https://p.scdn.co/mp3-preview/203ca74a2e8e48fbf3ffa769b3a39d033b0a4bf1?cid=8ab10b4296bd4266b959f2caee8dd7a4|37rKwjBHaZurlyPYy3Nqvz|3|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Buffalo Madonna"|"5BcAKTbp20cv7tC5VqPFoC|77d8Yuuv6nGCJSnZHcOpVe"|255612|Thin Line (feat. Buffalo Madonna)|41|https://p.scdn.co/mp3-preview/7c26553a16062f975327b056173c97c2aa006106?cid=8ab10b4296bd4266b959f2caee8dd7a4|7kugTkQLsvtjM7esCEI8Ee|4|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Mary Lambert"|"5BcAKTbp20cv7tC5VqPFoC|5Z2NUZiY3FA00HKu5WTMhA"|318525|Same Love - feat. Mary Lambert|67|https://p.scdn.co/mp3-preview/01be36372701737beaf638b8af25b03694ca5c5d?cid=8ab10b4296bd4266b959f2caee8dd7a4|01uqI4H13Gsd8Lyl1EYd8H|5|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|223820|Make The Money|42|https://p.scdn.co/mp3-preview/7047161ee664a5b208267cdcabd3bacfbf86c274?cid=8ab10b4296bd4266b959f2caee8dd7a4|7g3bGUwZaMp0Wve2wSp50F|6|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|273292|Neon Cathedral - feat. Allen Stone|41|https://p.scdn.co/mp3-preview/e0bf5a1ff23dc33123f5526b05ea7346b7a9bbdb?cid=8ab10b4296bd4266b959f2caee8dd7a4|7uJYgdaNAwztJ1dCybVpAV|7|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|295184|BomBom - feat. The Teaching|36|https://p.scdn.co/mp3-preview/fc62d95577ffec42d0893b2260b6f72206278f8a?cid=8ab10b4296bd4266b959f2caee8dd7a4|4K6sLiYChcQz1NXtQ4eHml|8|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Hollis|ScHoolboy Q"|"5BcAKTbp20cv7tC5VqPFoC|28KOnhhvUnyvgRNXEQ41WL|5IcR3N7QB1j6KBL8eImZ8m"|219425|White Walls (feat. ScHoolboy Q & Hollis)|51|https://p.scdn.co/mp3-preview/7aa8f01d48cb610474437b5a4da5f619bb0af060?cid=8ab10b4296bd4266b959f2caee8dd7a4|5l5IjBzuVWog64CYMmGqzu|9|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Ab-Soul"|"5BcAKTbp20cv7tC5VqPFoC|0g9vAlRPK9Gt3FKCekk4TW"|233949|Jimmy Iovine (feat. Ab-Soul)|37|https://p.scdn.co/mp3-preview/7dbd489f9302015ae43c68923df817d67f5077d4?cid=8ab10b4296bd4266b959f2caee8dd7a4|2eYd0mEJAmw4zBKWMb7PaT|10|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|298640|Wing$|59|https://p.scdn.co/mp3-preview/c395f9bd916e0eedd760b83c54131f985e94598e?cid=8ab10b4296bd4266b959f2caee8dd7a4|5n5uyFpfopa4mNdSN0gTaH|11|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Evan Roman"|"5BcAKTbp20cv7tC5VqPFoC|3pB1yT1RqutcdHkI3oAdVS"|225526|A Wake (feat. Evan Roman)|37|https://p.scdn.co/mp3-preview/bb387918a51a8ee171aa004e5d7fa778be15e66b?cid=8ab10b4296bd4266b959f2caee8dd7a4|3vtD6jSo7t3tdz7E30kJoN|12|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|252080|Gold - feat. Eighty4 Fly|39|https://p.scdn.co/mp3-preview/27f5865e3f4af197cd7ccd96ddf33493d596797b?cid=8ab10b4296bd4266b959f2caee8dd7a4|051urfGQsQOQXSbjIumG9v|13|track
The Heist|76FXHQhTuT4QMIxfL09gX8|"Macklemore & Ryan Lewis|Ben Bridwell"|"5BcAKTbp20cv7tC5VqPFoC|6Vfn70eqp3AgtiZZtQcv4W"|251127|Starting Over (feat. Ben Bridwell of Band of Horses)|39|https://p.scdn.co/mp3-preview/37f51c12f956548f1992490a37e5155d677764c6?cid=8ab10b4296bd4266b959f2caee8dd7a4|1PnAMNvmdDxGqSeY7sNqRr|14|track
The Heist|76FXHQhTuT4QMIxfL09gX8|Macklemore & Ryan Lewis|5BcAKTbp20cv7tC5VqPFoC|255868|Cowboy Boots|36|https://p.scdn.co/mp3-preview/7f7649a67ff111c9fb56213a5675c4d136a9903a?cid=8ab10b4296bd4266b959f2caee8dd7a4|0lH2JOmVFlrClxbNQxCgyr|15|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|337733|Hung Up|68|https://p.scdn.co/mp3-preview/bf54eab00d276b376af52d0de2b3df1b8a21c1eb?cid=8ab10b4296bd4266b959f2caee8dd7a4|3850dYVgOFIXJh5U4BFEWH|1|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|315466|Get Together|54|https://p.scdn.co/mp3-preview/bfb5480de6c12cca888247ee62e43e9b55ecb8dd?cid=8ab10b4296bd4266b959f2caee8dd7a4|1AQQ9DdpEemMVTHNz4eG9a|2|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|281880|Sorry|56|https://p.scdn.co/mp3-preview/f214e512ff5a2ee35d30ffe8f82c61a8f9276089?cid=8ab10b4296bd4266b959f2caee8dd7a4|55whbebR4olz2HHcRQa2kx|3|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|301880|Future Lovers|46|https://p.scdn.co/mp3-preview/ca141ab59c2b548097b69188fca975c143f6abdd?cid=8ab10b4296bd4266b959f2caee8dd7a4|0amQzI3QzlkNzlUQSLxGOP|4|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|275360|I Love New York|44|https://p.scdn.co/mp3-preview/06ad00c1825819ef44a85d8dfce1b76abda7b7dc?cid=8ab10b4296bd4266b959f2caee8dd7a4|44WTY1d9M86PEAgPZNeHHe|5|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|260946|Let It Will Be|44|https://p.scdn.co/mp3-preview/49b0c5637bad20a034a572f514dce55715d520a9?cid=8ab10b4296bd4266b959f2caee8dd7a4|5HKcfvhCdIoZKzeQw2HgEe|6|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|262320|Forbidden Love|46|https://p.scdn.co/mp3-preview/ece58634b4d1030c051e8cba22e18871fd80b12c?cid=8ab10b4296bd4266b959f2caee8dd7a4|2DuaKXVHCHSSTTeOnYSMG9|7|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|238560|Jump|55|https://p.scdn.co/mp3-preview/5b8060d2d621d6ad4a508e471bd6df4f055be523?cid=8ab10b4296bd4266b959f2caee8dd7a4|5hmRhU6fWzH0NjYmfhHjhp|8|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|243933|How High|43|https://p.scdn.co/mp3-preview/b43b2f928ce6cba6d80e9eec7d70a043c1c91a07?cid=8ab10b4296bd4266b959f2caee8dd7a4|2aGCEvfmDO7sqcQZHhq2lQ|9|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|359240|Isaac|45|https://p.scdn.co/mp3-preview/0792018fa8f4b851df626a922496f9187b71edde?cid=8ab10b4296bd4266b959f2caee8dd7a4|2HXNn7MQBhecidoC4h6KgX|10|track
Confessions on a Dance Floor|1hg0pQJLE9dzfT1kgZtDPr|Madonna|6tbjWDEIzxoDsBA1FuhfPW|212920|Push|42|https://p.scdn.co/mp3-preview/4389bae8018077998bfd00f7307ebb02da5cee4e?cid=8ab10b4296bd4266b959f2caee8dd7a4|7hHqUAFN5ort3NXcz91fTA|11|track
