query_artist,query_title,id,name,artist,artist_id,n_artists,type,release_date,total_tracks,popularity
The Police,The Police,55J42fefX4pcFQEB7RlHvQ,Why Weren't They Stunned?,Emily Davis and the Murder Police,5R6WTmz9z6v5sS1T4ukYsv,1,album,2021-05-14,1,16
The Police,The Police,7M7itheUUQoPDy9VUSciLk,call the police (demo),the three of us,10MygpZ6eOBbBwHzqws6Ac,1,album,2019-07-26,1,9
The Police,The Police,60IrxXMMFKh4y4rY66ENCK,"The Band of the Royal Hong Kong Police, Vol. 2",The Band of the Royal Hong Kong Police,3TOOwqgSPjpyJsKGLJ3Dxx,1,album,2011-05-13,17,6
The Police,The Police,3AhS1zXbCaBK1IkMt0prYF,"The Beep Test: The Best 20 Metre and 15 Metre Bleep Test for Personal Fitness & Recruitment Practice to the Police, RAF, Army, Fire Brigade, Royal Air Force, Royal Navy and the Emergency Services",The Beep Test,54MkFWnHaqa1uWsHMpCmAy,1,album,2012-10-22,4,20
The Police,The Police,63DQ2bd4HQxVRRBoobzyHZ,The Police Will Police The Police,The Empty Can,6VyiDhcltKnK8IDUqFO2da,1,album,2016-12-30,1,0
The Police,The Police,3g0OFyfoDTQ2UJcAEYrded,Police the Police,The Souljazz Orchestra,0MiCOT2cVYso39XSskiUUo,1,album,2019-09-04,1,4
The Police,The Police,6o7CvvLDfSLv8g49LaTIXa,Police the Police,The Souljazz Orchestra,0MiCOT2cVYso39XSskiUUo,1,album,2019-09-04,1,0
The Police,The Police,0yk4LlPZBijdhZVcNufAXW,The Police,The Mulder,6WqrxdYwt1mvKySQ3wgNqZ,1,album,1997-08-31,2,0
The Police,The Police,7vQghhM3G6nBeiIcROUcAy,The Police,Graffiti The City,2LH1MxSXu2JxyfndH27EP0,1,album,2020-08-01,1,0
The Police,The Police,40Etj5lMLWv7pOTrY6EZWT,Call the Police,Boro the Kid,62KzN6hIaXJ81ZtqJQSUfi,1,album,2013-09-02,2,0
The Police,The Police,0045DRdqlJwDqixwjHTNcr,Call the Police,The Helmut,4HejRWUxLiG6pB5SXhmcXW,1,album,2020-12-19,1,0
The Police,The Police,4BIyZbv0O7y11oP92ie1F3,Call The Police,The Mord,0lbyQgrYDMz7fOCbCLuO18,1,album,2019-05-15,1,0
The Police,The Police,6d591JNqv8OayoMhJvhnF0,Call the Police,Rehab on the Track,6CoAtpsk7ZG1zTo5eUwQpj,1,album,2020-10-25,1,0
The Police,The Police,1TTQ1OtOvQcMUkuxyqPZZg,Fuck The Police,The Michigan Misfits,7nlg819zwVHLNRTaarPIUC,1,album,2021-04-23,1,0
The Police,The Police,3sAOHigXRt67822zdrmdzC,Fuck the Police,The Young King,3Q9NLOxmn8HTDwd9WoPOrb,1,album,2016-09-02,1,0
The Police,The Police,4qHKnVGQCNQ8ZkA41iUDCO,Fuck the Police,The Little Punk,4y24HLwg7Y6evkwqjQGXPi,1,album,2020-02-10,1,0
The Police,The Police,5BoJZeQMRPkLhRV93BOiMd,The Greek Police,The Greek Police,6ej8BwReKbxsxtNKIPCxV5,1,album,2018-03-29,7,0
The Police,The Police,6Gu3S0kYI6CoaOdBpm2mcm,The Stereo Police,The Stereo Police,1Au1r6V3J7kb1ksn2qJ9az,1,album,2008-06-01,10,0
The Police,The Police,6H2tl1VI0njk63DonB9gsu,Fuck The Police,Uno The G.O.A.T,5YW54yhBCvyKoZHyfJ9h9J,1,album,2021-01-02,1,0
The Police,The Police,7JMFqBfwyKy9PTGOviyIOQ,Defund the Police,Ivan the Hippy,2vrQQSEzmVUgdnUtmOgSNT,1,album,2020-07-31,1,0
The Police,The Police,495NucVhjW5bfws4bL25Zj,Let The Police Come,The Ghoulies,2g5lDW2Cez7i8sHPMZQTGL,1,album,2006-01-01,1,0
The Police,The Police,6njFmt0KdyDfgfMRN75AT6,Don't Trust the Police,Theo Deleo,3xJHVLKfSN1L94BI0fhdXk,1,album,2020-07-10,1,0
The Police,The Police,7MnbZ5wsxI3AltM2FFAliy,Running From The Police,Smiz the Moneykid,4OBY9Mz58t8Y5HrMcBx4z0,1,album,2019-11-08,1,0
The Police,The Police,14D87xmXYcKXvEDap44Kga,Police on the Corner,J Ghost the Conscious Hippy,18ZKouDsacgX29O3kwjytv,1,album,2019-01-17,1,0
The Police,The Police,2tQUSXmH815nxdjQyRbX0P,Don't Call The Brain Police!,Darko the Super,2LzLmLOfTG4uS1Cgt6dcD3,1,album,2017,11,0
The Police,The Police,5iVj78IQ8rhEAJGYVfhYtp,Lullaby Renditions of The Police,The Cat and Owl,3gMxLPJN4ETgH10XwG37Wo,1,album,2020-01-09,9,0
The Police,The Police,2uOJlABHE8Uc6Oa094VlZA,Defund the Police Fund Fun,Solid State of the Unicorn,2AU2ohaIufsHwZZrRrZeXF,1,album,2020-07-13,1,0
The Police,The Police,46p0ESaAyvtq0iz9lVDehm,George Floyd Police Brutality Theme Song,The Reallionaire,4F27eFrYEwyAP2OjKsFNhu,1,album,2020-06-16,1,0
The Police,The Police,3tPFkGieFDd1gG3j3qeAP6,The United Police States Of America,The Blessed Virgin Larry,6lgqQunw7Vgpb1GSC2FcPl,1,album,2005-05-23,9,0
The Police,The Police,3kzPJhhBG2Q2Vx7nwXfwRf,Leaders of the Shift Reimagining the Police,Leaders of the Shift,6lYV11Bja7EuNOQGofGCEJ,1,album,2017-10-13,10,0
The Police,The Police,2X4qZ4G5QpmrROLRboJJ2a,I Shot a Cop (Fuck the Police),S.O. The Hustler,21CQIN9sX81OTgf4JpfEoO,1,album,2020-09-30,1,0
The Police,The Police,424ZB7gNNrMsYqdr4BPYfy,The Band of the Royal Hong Kong Police,The Band of the Royal Hong Kong Police,3TOOwqgSPjpyJsKGLJ3Dxx,1,album,2011-04-06,15,4
The Police,The Police,30NnVTPurYFxGwgTsuliuu,Fighting the U.S. Police State With Music,Scott X and The Constitution Commandos,7q8IE6w0SNvRCw6vk6oZ2k,1,album,2010-10-18,7,0
The Police,The Police,4frLY34RcgnZTzSJ2brCBf,Know Justice Know Peace Defund The Police,Joe Cool & the K.G.B.,5kUarcrH2NMrLGFyz7SIdb,1,album,2020-11-15,1,0
The Police,The Police,4LTZF3Ev3KaVhPXTth8lrq,"Call the Police (Vocal Theme) [From ""Miami Supercops""]",The Fantastic Oceans,1075FIcB47U7gUBxPM0sVT,1,album,1984,1,5
The Police,The Police,3DrgkNawSQlnvYQrxFe4lB,Fighting the U.S. Police State with Music lp,Scott X and The Constitution Commandos,7q8IE6w0SNvRCw6vk6oZ2k,1,album,2011-04-05,12,0
The Police,The Police,2UtfbVmJTOVg1ULW5e6eB7,Put the Waterbug in the Policeman's Ear (2015 Remaster),The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,1,album,2015-10-23,1,0
The Police,The Police,4ZgGp2TxeOGExkX3mNVVAW,"The Strathclyde Police Pipers - Solo Pipers, Quartet & Mini Band",The Strathclyde Police Pipers,2fekSLA0WIr1CxabdPm4vH,1,album,1991-01-01,14,0
The Police,The Police,7rMFdWWoVGj9hfV5MrLNQL,Put the Waterbug in the Policeman's Ear (Live in Seattle 1996),The Flaming Lips,16eRpMNXSQ15wuJoeqguaB,1,album,2015-10-02,1,0
The Police,The Police,0DRb2aHLmr6YGshLI8TQYH,Caught in the Act (The Music of Sting and a Suite from The Police),The Thieves Quartet,3S2Or5h26JlvCucYuITrFW,1,album,2017-07-10,9,0
The Police,The Police,6DNxOOCMISidsJwa8v0P7i,You Boys Need A Role Model? Captain America Would Love To Have You. (Frank Castle Hates The Police),The Keymasters,5X7kqihFNYzTQ0qx6lPveH,1,album,2021-05-24,1,0
The Police,The Police,1o2Kw8vMsbMbEgKaiotZXE,The Crossing,The Riot Police,0friBnrKTzdtdl8S2hb55x,1,album,2014-06-10,10,0
The Police,The Police,5Alf2sCg7FUvEb6WqqPm3d,The Metro,The Sunshine Police,7mh19owEZVHUQdSmqq2iDd,1,album,2020-06-07,4,0
The Police,The Police,1j7MnKO5bSfLGTqp6wswNi,The Marzipan Transformations,The Fish Police,2Wj4Q2K3G1OD7tnlwM5dUm,1,album,2013-10-25,12,2
The Police,The Police,3OY5nNikh6hXikenbW3Wap,Stop The Clocks,The Empire Police,1wywbtI5PQjtJaINE7GvUA,1,album,2016-11-20,1,1
The Police,The Police,7gJeVR7bi1SXLNmWNQ2FUG,Losing the Light,The Nightmare Police,176jeG5Bjd30sVrvMcN3gg,1,album,2017-06-09,5,0
The Pretty Reckless,Going To Hell,2PYeB2ZxvfvPsEpd951xP4,Going To Hell (Deluxe Edition),The Pretty Reckless,2R57sY41L9XvGPiIgHOaYq,1,album,2014-03-18,14,56
The Pretty Things,S. F. Sorrow,5IIB3xh53eRBpkkktSFQbc,S.F. Sorrow,The Pretty Things,5U16QlMnlSAhkQxBZpLyLO,1,album,1968-12,17,37
The Pretty Things,S. F. Sorrow,6RjHOFz283XfJ7o7RwqaIT,S.F. Sorrow,The Pretty Things,5U16QlMnlSAhkQxBZpLyLO,1,album,1968-12,17,22
The Pretty Things,S. F. Sorrow,1SdR23F0f07gcRtuqvPyzc,Resurrection (S.F. Sorrow Live at Abbey Road),The Pretty Things,5U16QlMnlSAhkQxBZpLyLO,1,album,1999-01-26,27,6
The Pussycat Dolls,Doll Domination,7mDkWKTghwBDuHCJmH6qR5,Doll Domination (Deluxe),The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,1,album,2008-09-23,20,70
The Pussycat Dolls,Doll Domination,5vo80fTKDOwAMTH1PwK6N4,Doll Domination,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,1,album,2008-09-23,15,38
The Pussycat Dolls,Doll Domination,118MWT7MAlXqcEl3M32sEc,Doll Domination - The Mini Collection,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,1,album,2009-01-01,6,42
The Pussycat Dolls,PCD,5x8e8UcCeOgrOzSnDGuPye,PCD,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,1,album,2005-01-01,12,68
The Raconteurs,Broken Boy Soldiers,4Z1sCXBHHKWCsScOLAfuig,Broken Boy Soldiers,The Raconteurs,4wo1267SJuUfHgasdlfNfc,1,album,2006-05-15,10,62
The Raconteurs,Broken Boy Soldiers,4fDaiqpXlswOza10LvoZHb,Broken Boy Soldiers,The Raconteurs,4wo1267SJuUfHgasdlfNfc,1,album,2006,10,57
The Raconteurs,Consolers Of The Lonely,3yx8gEFlojRtt2WBhmxwfg,Consolers of the Lonely,The Raconteurs,4wo1267SJuUfHgasdlfNfc,1,album,2008-03-25,14,53
The Replacements,Let It Be,4LwFCUyV4wM6SEg84PaLuL,Let It Be (Expanded),The Replacements,4WPY0N74T3KUja57xMQTZ3,1,album,1984,17,52
The Replacements,Let It Be,2sOLW5TSgXiLZBacdHxO6m,Let It Be,The Replacements,4WPY0N74T3KUja57xMQTZ3,1,album,1984-10-02,11,33
The Replacements,Tim,47arM25GJraK9aWEk4A1Ve,Tim (Expanded),The Replacements,4WPY0N74T3KUja57xMQTZ3,1,album,1985,17,55
The Replacements,Tim,1yO2d1lmmu0tkDf3trvOm7,Tim,The Replacements,4WPY0N74T3KUja57xMQTZ3,1,album,1985-10-16,11,37
The Robertsons,Duck The Halls: A Robertson Family Christmas,5bPOjFbuNeAaioQypYFG3p,Duck The Halls: A Robertson Family Christmas,The Robertsons,7Hv1GlNkBy4muBAWYOlfpz,1,album,2013-01-01,14,18
The Rolling Stones,A Bigger Bang,0XzZZScqb4fWu0aqn9m4Si,A Little Bang (Bigger Bang Tour EP) [Live],The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2021-05-28,5,36
The Rolling Stones,A Bigger Bang,5zqveAALqLpkXgPLyYItRV,A Bigger Bang (2009 Re-Mastered),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2005-09-05,16,47
The Rolling Stones,Aftermath,72qrnM4yUNMDDlWiqKc8iY,Aftermath,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1966-04-15,11,73
The Rolling Stones,Aftermath,1MaP82K4mOoGYW5Ej0eUyM,Aftermath (UK Version),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1966-04-15,14,50
The Rolling Stones,Beggars Banquet,6OHri5qNxwCdVSdyCslspd,Beggars Banquet (50th Anniversary Edition),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1968-12-06,10,69
The Rolling Stones,Between the Buttons,36BIYdP4WtviD9Ngqc4SK5,Between The Buttons,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1967-01-20,12,58
The Rolling Stones,Between the Buttons,6zUGj6iIU30nuPTEoqbD9n,Between The Buttons (UK Version),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1967-01-20,12,36
The Rolling Stones,Blue & Lonesome,43TJjpNBfw0qY6E87VeIxX,Blue & Lonesome,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2016-12-02,12,53
The Rolling Stones,Blue & Lonesome,6NarrauPROaPsbIsOUXBK9,Turning Blue & Lonesome,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2020-12-04,6,15
The Rolling Stones,Exile On Main St.,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1972-05-12,18,64
The Rolling Stones,Exile On Main St.,1D0PTM0bg7skufClSUOxTP,Exile On Main Street (Deluxe Version),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1972-05-12,28,55
The Rolling Stones,Exile on Main St.,5U4dnRZsfW8NmwBBkELFPh,Exile On Main Street (2010 Re-Mastered),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1972-05-12,18,64
The Rolling Stones,Exile on Main St.,1D0PTM0bg7skufClSUOxTP,Exile On Main Street (Deluxe Version),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1972-05-12,28,55
The Rolling Stones,Hot Rocks 1964-1971,0aqZJlugIkTUWW1sa4BANp,Hot Rocks (1964-1971),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1971-12-20,21,65
The Rolling Stones,Let It Bleed,4l4u9e9jSbotSXNjYfOugy,Let It Bleed,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1969-12-05,9,72
The Rolling Stones,Let It Bleed,47hOpZQfXVIRzTiv0Ef8pO,Let It Bleed (50th Anniversary Edition / Remastered 2019),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1969-12-05,9,50
The Rolling Stones,Out of Our Heads,2Q5MwpTmtjscaS34mJFXQQ,Out Of Our Heads,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1965-07-30,12,71
The Rolling Stones,Some Girls,1Jv2AqzhgsduUik2p4k3cS,Some Girls,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1978-06-09,10,71
The Rolling Stones,Some Girls,1Ud2RFDrjehVVvJjtsUipy,Some Girls (Deluxe Version),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1978-06-09,22,40
The Rolling Stones,Some Girls,6GXsWYpplfx8n7b1OMlU7n,Some Girls: Live In Texas '78,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2011-11-21,17,36
The Rolling Stones,Some Girls,5i7yJ9p2jNWvz6y8ZGxhpg,The Karaoke Channel - Sing Some Girls Like the Rolling Stones,The Karaoke Channel,5UloVKzUNJcjORzhhTWWiJ,1,album,2014-12-07,2,0
The Rolling Stones,Sticky Fingers,29m6DinzdaD0OPqWKGyMdz,Sticky Fingers (Remastered),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1971-04-23,10,72
The Rolling Stones,Sticky Fingers,5t59EkgjG0CEwuiCCQRkOj,Sticky Fingers (Deluxe),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1971-04-23,20,51
The Rolling Stones,Sticky Fingers,0ucOpNNckY0op5B1yfW6pv,Sticky Fingers (Super Deluxe),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1971-04-23,33,40
The Rolling Stones,Sticky Fingers,0F4aHTeOnqaO62ZvlUOGKJ,Sticky Fingers Live At The Fonda Theatre,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2017-09-29,16,35
The Rolling Stones,Sticky Fingers,6tOzjkT6XdSxiT9FZ54q6d,Sticky Fingers (Spotify Landmark Edition),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1971-04-23,21,22
The Rolling Stones,Tattoo You,15XNBzVWARPMlu0sEbfBjJ,Tattoo You (2009 Re-Mastered),The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1981-08-24,11,72
The Rolling Stones,"The Rolling Stones, Now!",592dKHbXtiglWyt8AEet23,"The Rolling Stones, Now!",The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,1965-02-13,12,44
The Rolling Stones ,Blue & Lonesome,43TJjpNBfw0qY6E87VeIxX,Blue & Lonesome,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2016-12-02,12,53
The Rolling Stones ,Blue & Lonesome,6NarrauPROaPsbIsOUXBK9,Turning Blue & Lonesome,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1,album,2020-12-04,6,15
The Ronettes,Presenting the Fabulous Ronettes Featuring Veronica,0CoNLgOwcZGBUSwd9fAZuy,Presenting the Fabulous Ronettes Featuring Veronica,The Ronettes,7CyeXFnOrfC1N6z4naIpgo,1,album,1964-11-01,12,56
The Roots,How I Got Over,25sYZjutddzUpXNbeQ7bEC,How I Got Over,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2010-06-22,14,55
The Roots,How I Got Over,2VOq1Tnj9Hf968Fdx8xpox,How I Got Over,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2010-06-22,14,14
The Roots,Phrenology,01FOonRYntwISzaCSa7S7p,Phrenology,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2002,16,59
The Roots,undun,5UQo0dIJc9nfkt2HWd2GCp,Undun,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2011-12-02,14,37
The Roots,undun,0cwlEeMEkvdoiPNJxlzHtI,Undun,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2011-12-02,14,44
The Roots,undun,14dfGE6B5TLYdrelQ7AOsa,Undun,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2011-01-01,14,22
The Roots,undun,6AMEt2szATB6HXNMK8hnor,Undun,The Roots,78xUyw6FkVZrRAtziFdtdu,1,album,2011-12-02,14,13
The Script,Science & Faith ,2oc73A20I1FTQiWGCkLeVP,Science & Faith,The Script,3AQRLZ9PuTAozP28Skbq8V,1,album,2011-01-18,12,58
The Script,The Script,1r5J0N6Ep181K0i8YuTYgO,The Script,The Script,3AQRLZ9PuTAozP28Skbq8V,1,album,2008-07-14,10,71
The Script,The Script,51Hn2Wiq1jmUfI0BLaUhuF,The Script,The Script,3AQRLZ9PuTAozP28Skbq8V,1,album,2008-09-08,10,65
The Script,The Script,0b8KChWO3kRpVRZNdNxms3,Script of the Bridge (Remastered),The Chameleons,4HLWX9kzfraiCsTvrxJEXm,1,album,1983,12,45
The Script,The Script,5f86pPzDiU2dICRdbW5FLL,Lost Scriptures of the Moran,The Last River Bottomed Fig Plucker,6brxwggDm8Er0hBtxO0JrW,1,album,2019-03-23,9,27
The Script,The Script,4cXrK6h6Mfwh8LLA64BCXK,The Rosary : Holy Scriptural Catholic Rosary,The Rosary,2O10VoQCvHEgAtRZBMZ3n1,1,album,2012-05-28,28,30
The Script,The Script,3hB121yuKWnt1sRyJV9UK3,The Last Time,The Script,3AQRLZ9PuTAozP28Skbq8V,1,album,2019-11-01,3,46
The Script,The Script,4HpUVLgvqgzOXhxkrUUEku,Script Of The Bridge - 25th Anniversary Edition,The Chameleons,4HLWX9kzfraiCsTvrxJEXm,1,album,2008-05-26,27,28
The Script,The Script,3C6zhGAoUfC011I8GLhcUR,The Cuneiform Script,The Omnific,5yn8jrJH5Z5PaGFStNUvgR,1,album,2017-06-12,1,11
The Script,The Script,5pDYHnBH2PltynbGXVEtHf,Scriptures in the Sky,The Musalini|G4 Jag,53GkgyJhOQ0D9hX1ch9pu5|53dfGAxZgPm5IQoWm6XzOc,2,album,2020-06-03,10,7
The Script,The Script,4ZMqWHttHmhqCt4uPXWHD5,Breaking the Script,The Novelists,39FNPV2atlormi4adcI7q7,1,album,2016-06-03,24,4
The Script,The Script,6vLUMszNpDHOqRUznaOWFF,Songs for the Masses Psalms Songs from the Scriptures,Songs for the Masses,0IrG00u33Mx5oRZGD76vV2,1,album,2011-07-27,24,8
The Script,The Script,6wdsydFaHvZp8bJaOSNrrR,The Scriptures,TheBeatVillain,6yjvqPp1r7ugILLRnwIzGP,1,album,2020-09-07,13,0
The Script,The Script,0mY0tjs9uu42CvtLsFAGb2,the Script,WhoopieCat & the Meowing J's,46UE97dem5VBpiLpZz7gfk,1,album,2021-05-12,1,0
The Script,The Script,5NKR8SV8Pqj0DO5vEXa56m,The Scripts Rx,The Scripts,3K3JKh6N64LL5fetr76mpr,1,album,2018-10-31,5,0
The Script,The Script,23Keyo5uP383NyMUR3rsUd,Sticking to the Script,Thekidbigty,46qMJ5fmHYEsAnhn5NYkoE,1,album,2018-02-09,1,0
The Script,The Script,1XdlgqysmFsGGHYLURfQCX,Scripture of the Slums,The Anthem,25FoN1DZgMkPeStMMtIMjS,1,album,2020-01-17,6,0
The Script,The Script,1P9ixTt7jOJfYcpfNcN3bt,Stick to the Script,TheRealDonSwagg,5tzdhTsUukUV7Oof4kH7vT,1,album,2021-05-14,1,0
The Script,The Script,37fysCNjGQ1unQWqhZ4ZPQ,Stick to the Script,K The Kid,3mt3ewsZctYs9yY138hYoy,1,album,2019-03-08,1,0
The Script,The Script,7mbGZwd10O3udNZ0fbxx4A,The Scripture Tells The Story,Voice Of The Cross Brothers Lazarus & Emmanuel,6xiGoLFYhFQYpMl8A71iXo,1,album,2011-01-20,11,4
The Script,The Script,4Rjgv9THwT2vedLdZtylUQ,The Lost Scriptures Of The Poet,Notez the Truth,5WFi0a9f7pzBbpJqfA92Au,1,album,2021-04-11,4,0
The Script,The Script,5AHMWdnHOJkdUXqe8ywGMi,Scripture Lullabies Sacred Sleep Sounds of the Bible,The Hakumoshee Sound,2eKX7r3V4Vogrhf0lGCKnI,1,album,2021-02-10,15,0
The Script,The Script,662ymsMjhqGJunzR6wdDkU,The Green Project,Epic the Scriptwriter,00extAwSZDPdynm7sYxseo,1,album,2018-05-18,14,0
The Script,The Script,5cfiiYplmvqKilYfbOAvOU,The Traveller,Scriptures in the Attic,0cQXJak4pdHmYGv64WF33y,1,album,2016-04-16,1,0
The Script,The Script,75CEly6QlftNISjPIqFIiR,Overcoming Lusts of the Flesh,Memorize Scripture On the Go!,1H6h1U4Jd3Y6ZFloDkl5Xx,1,album,2010-06-27,12,0
The Script,The Script,4I5D4pXcQS9LQDsB1AqqMB,Superheroes: Tribute to The Script,The Siders,3dkzhxUaYbRv90da6iuNWn,1,album,2014-09-22,4,0
The Script,The Script,0tiSa8V5cAflcgAgYDa9oZ,Nothing (In the style of The script) (Karaoke),The Official (Karaoke),3GHyyF1WFG5criVjHsA78z,1,album,2011-09-12,1,0
The Script,The Script,7teLHPJ9w1lh6J7VeFZvix,The Karaoke Channel - Sing for the First Time Like the Script,The Karaoke Channel,5UloVKzUNJcjORzhhTWWiJ,1,album,2013-11-21,2,0
The Script,The Script,7BX90Op4IKFexUsfkaJmYl,For the First Time (In the Style of the Script) [Karaoke and Vocal Versions],The Karaoke Channel,5UloVKzUNJcjORzhhTWWiJ,1,album,2012-04-02,2,0
The Script,The Script,1y7GF6BfjABrQFrhXdlIxh,Hall of Fame (Duet) [Originally Performed by The Script feat. will.i.am] {Karaoke Version} - Single,The Karaoke Channel,5UloVKzUNJcjORzhhTWWiJ,1,album,2016-02-19,1,0
The Shins,Port Of Morrow,4ZTcGoOrNro2aCAStXEjZi,Port Of Morrow,The Shins,4LG4Bs1Gadht7TCrMytQUO,1,album,2012-03-16,10,58
The Shins,Wincing The Night Away,4Tm0dXi3s3aSAqng2DACHr,Wincing The Night Away,The Shins,4LG4Bs1Gadht7TCrMytQUO,1,album,2007-01-23,11,62
The Smashing Pumpkins,Siamese Dream,0bQglEvsHphrS19FGODEGo,Siamese Dream (Deluxe Edition),The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,1,album,1993,31,67
The Smiths,Louder Than Bombs,45StnugV9WQMQwk4rRoTy8,Louder Than Bombs,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1987,24,68
The Smiths,Meat Is Murder,5DM1qCdgGt2zbknnsVn1Ca,Meat Is Murder,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1985-02-11,9,59
The Smiths,The Queen Is Dead,5Y0p2XCgRRIjna91aQE8q7,The Queen Is Dead,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1986-06-16,10,71
The Smiths,The Queen Is Dead,0vlgxCvO6LQXTR06b8r2rj,The Queen Is Dead (Deluxe Edition),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1986-06-16,36,62
The Smiths,The Queen Is Dead,4iFjlTPAVhDcCYMAr6gxGd,The Queen Is Dead (Live),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,2017-07-31,1,11
The Smiths,The Smiths,6cI1XoZsOhkyrCwtuI70CN,The Smiths,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1984-02-20,11,70
The Smiths,The Smiths,5Y0p2XCgRRIjna91aQE8q7,The Queen Is Dead,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1986-06-16,10,71
The Smiths,The Smiths,0vlgxCvO6LQXTR06b8r2rj,The Queen Is Dead (Deluxe Edition),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1986-06-16,36,62
The Smiths,The Smiths,59gl3QDzCgH4GXzXLEwe55,The Sound of the Smiths (Deluxe; 2008 Remaster),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,2008-11-11,45,57
The Smiths,The Smiths,65IUZfizoxnc0WHnhEZjf3,The Sound of the Smiths (2008 Remaster),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,2008-11-11,23,35
The Smiths,The Smiths,2clbQSNocEJCzkuPPuc00q,The World Won't Listen,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1987,18,47
The Smiths,The Smiths,6rxWj1ng8FnY7dsq5YhvIp,There Is a Light That Never Goes Out (Take 1),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1986-06-16,1,21
The Smiths,The Smiths,5FEvwiJaaelW81UnlMof7o,David Johansen and the Harry Smiths,David Johansen and the Harry Smiths,2IGW6W8is0UjloHIjrgEwG,1,album,2000-03-28,13,6
The Smiths,The Smiths,1ck15kozpj0lnKNerbE5q2,The Boy with the Thorn in His Side (Live),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,2017-09-11,1,17
The Smiths,The Smiths,4RjT1QU8DAexXQ5TveKTmW,There Is a Light That Never Goes Out (Live),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,1986-06-16,1,15
The Smiths,The Smiths,4iFjlTPAVhDcCYMAr6gxGd,The Queen Is Dead (Live),The Smiths,3yY2gUcIsjMr8hjo51PoJ8,1,album,2017-07-31,1,11
The Smiths,The Smiths,7Ahnk5lfpBVhS7plP6owuA,The Tom Smiths,The Tom Smiths,6rwz3dQEkTjk6pmBR082NJ,1,album,2003-05-22,18,0
